Churn,IsoForest_Anomaly_Score,LOF_Anomaly_Score,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber_optic,InternetService_No,Contract_Month_to_month,Contract_One_year,Contract_Two_year,PaymentMethod_Bank_transfer_automatic,PaymentMethod_Credit_card_automatic,PaymentMethod_Electronic_check,PaymentMethod_Mailed_check,PCA1,PCA2,Cluster_KMeans,Cluster_GMM,Cluster_HDBSCAN_PCA,Cluster_HDBSCAN_Gower
0,-0.08944973637542342,4.5006873452915395,1,0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,1,-1.3215172250510334,-0.9948070187594593,False,False,True,True,False,False,False,False,False,True,-2.3476854361948125,0.03206768536144122,0,0,-1,-1
1,-0.08944973637542342,4.470927875509566,1,0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,1,-1.3530913680541898,-0.9952261544213136,False,False,True,True,False,False,False,False,False,True,-2.362559012178691,0.015490521797204115,0,0,-1,-1
0,-0.11915126612007293,4.380124867207691,1,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.502653098069141,-0.9972115338722028,False,False,True,True,False,False,False,False,False,True,-2.6391948777269265,-0.42783417669774293,0,0,9,-1
1,-0.12051851235918754,4.379879923870291,1,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.4960059100684764,-0.9971232947854967,False,False,True,True,False,False,False,False,False,True,-2.636063598572426,-0.4243442475263245,0,0,9,-1
0,-0.12051851235918754,4.379773694440144,1,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.4926823160681442,-0.9970791752421436,False,False,True,True,False,False,False,False,False,True,-2.634497958995176,-0.42259928294061533,0,0,9,-1
0,-0.12084100042245499,4.379593746029842,1,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.4860351280674797,-0.9969909361554373,False,False,True,True,False,False,False,False,False,True,-2.6313666798406747,-0.419109353769197,0,0,9,-1
0,-0.12051851235918754,4.379305665290026,1,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.462769970065154,-0.9966820993519657,False,False,True,True,False,False,False,False,False,True,-2.620407202799922,-0.40689460166923286,0,0,9,-1
0,-0.11005269331019968,4.273000348669137,0,0,0,0,-1.1145631287986442,1,1,0,0,0,0,0,0,0,-1.3065610520495383,-0.9463858199294393,False,False,True,True,False,False,False,False,False,True,-2.303181466828784,-0.20513673785740336,0,0,-1,-1
0,-0.11196409039498678,4.161754642427936,1,0,0,0,-1.0331224013585834,1,1,0,0,0,0,0,0,0,-1.3713711350560172,-0.929510094596881,False,False,True,True,False,False,False,False,False,True,-2.2883422832437685,-0.28955667781595773,0,0,-1,-1
0,-0.10613401389196975,4.038606607543729,1,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.5109620830699715,-0.9973218327305855,False,False,True,True,False,False,False,False,False,True,-2.575922927627872,-0.2673269535739773,0,0,-1,-1
1,-0.1054689049380686,4.037614254050102,1,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.505976692069473,-0.9972556534155561,False,False,True,True,False,False,False,False,False,True,-2.5735744682619965,-0.2647095066954135,0,0,-1,-1
0,-0.10720698947123741,4.033956432115427,1,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.479387940066815,-0.9969026970687312,False,False,True,True,False,False,False,False,False,True,-2.5610493516439936,-0.2507497900097402,0,0,-1,-1
0,-0.10554616399920974,4.033425451723107,1,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.4527991880641573,-0.9965497407219064,False,False,True,True,False,False,False,False,False,True,-2.5485242350259902,-0.236790073324067,0,0,-1,-1
0,-0.10470416550118616,3.8205889367933663,1,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.5142856770703037,-0.9973659522739388,False,False,True,True,False,False,False,False,False,True,-2.5774885672051226,-0.26907191815968645,0,0,-1,-1
0,-0.12097452866335479,3.4067582113617254,0,0,1,0,-1.1960038562387048,1,0,0,0,0,0,0,0,0,-1.4594463760648215,-0.9740708333835054,False,False,True,True,False,False,False,False,False,True,-2.482883897135358,-0.4380643389347849,0,0,8,-1
1,-0.08356967283010752,3.3414746001642635,0,1,1,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.4594463760648215,-0.9966379798086127,False,False,True,True,False,False,False,False,False,True,-2.4351772247159174,-0.1488315829415758,0,0,-1,-1
0,-0.1201560920569954,3.1002669915895273,0,0,1,0,-1.1552834925186746,1,0,0,0,0,0,0,0,0,-1.5009913010689746,-0.964607191334267,False,False,True,True,False,False,False,False,False,True,-2.478010071462754,-0.48151677002437576,0,0,8,-1
1,-0.1144175591804471,3.095496735895807,1,0,1,0,-1.1145631287986442,1,0,0,0,0,0,0,0,0,-1.5093002860698053,-0.9502242202011584,False,False,True,True,False,False,False,False,False,True,-2.4571354365428264,-0.5154837099819705,0,0,9,-1
1,-0.12142378777829083,3.083540835367174,1,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,1,0.36354493311741554,-0.92236272857368,False,True,False,True,False,False,False,False,True,False,-1.1844366034216944,1.5750606872814725,0,2,2,2
1,-0.11449101837014164,3.074042303408216,1,0,0,0,-1.2774445836787656,1,0,0,0,0,1,0,0,1,0.37019212111808014,-0.9723501711927347,False,True,False,True,False,False,False,False,True,False,-1.2187193327475891,1.616391155252524,0,2,2,2
1,-0.13119195468076528,3.004310355804161,1,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.22893937610395967,-0.9742252517852412,False,True,False,True,False,False,False,False,True,False,-1.396396832735926,1.4473818887550252,0,2,2,2
1,-0.12424639196524223,2.9410456164552956,1,0,0,0,-0.8702409464784621,1,0,0,0,0,1,0,0,1,0.3020584441112687,-0.597179634289705,False,True,False,True,False,False,False,False,True,False,-0.8489461780982124,1.329512188423719,0,2,2,2
0,-0.10508543377126356,2.905221721487943,0,0,0,0,-0.62591876415828,1,1,0,0,0,0,0,0,0,-1.328164413051698,-0.7961587748121562,False,False,True,True,False,False,False,False,False,True,-2.0027205432621713,-0.47997843138793295,0,0,-1,-1
0,-0.11019748521449946,2.852844584768775,1,0,0,1,-1.1960038562387048,1,0,0,0,0,0,0,0,1,-1.4860351280674797,-0.9725487091378238,False,False,True,True,False,False,False,False,False,True,-2.512774792035127,-0.29807536686375014,0,0,9,-1
1,-0.12539898302351377,2.820040297831414,1,0,0,0,-0.6666391278783103,1,0,0,0,0,0,0,0,1,-1.4976677070686424,-0.8547715881567408,False,False,True,True,False,False,False,False,False,True,-2.221113246328934,-0.45158417619273705,0,0,-1,-1
0,-0.07269475667772218,2.814325486993455,1,0,1,0,-1.1960038562387048,1,1,0,0,0,0,0,0,1,-1.368047541055685,-0.9665484512418029,False,False,True,True,False,False,False,False,False,True,-2.218620603132728,-0.16585176227716533,0,0,-1,-1
0,-0.1450518346281408,2.7822235340327786,1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.4860351280674797,-0.9869978595859619,False,False,True,True,False,False,False,False,False,True,-2.620572015859269,-0.3083661497350186,0,0,9,8
0,-0.14451636350064767,2.7675673277180524,1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.479387940066815,-0.9896009126437942,False,False,True,True,False,False,False,False,False,True,-2.618976227476777,-0.30453773147445573,0,0,9,8
0,-0.13338595912114798,2.758805549944412,0,0,0,0,-0.30015585439803716,1,0,0,0,0,0,0,0,0,-1.5192710680708021,-0.8023134511099128,False,False,True,True,False,False,False,False,False,True,-2.0975997795862225,-0.8104557346866349,0,0,8,7
0,-0.09051722475406132,2.735286856958644,1,1,1,0,-0.9516816739185228,1,0,0,0,0,0,0,0,1,-1.4461520000634926,-0.91559037866898,False,False,True,True,False,False,False,False,False,True,-2.235142722125153,-0.32246997884615936,0,0,-1,-1
0,-0.14566341726830329,2.7343835561713097,1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.4860351280674797,-0.9909686184877402,False,False,True,True,False,False,False,False,False,True,-2.6228374940474786,-0.307866739603494,0,0,9,8
0,-0.1218431630170041,2.724332125366485,1,0,0,0,-0.46303730927815856,1,0,0,0,0,0,0,0,1,-1.4893587220678117,-0.8221231260754517,False,False,True,True,False,False,False,False,False,True,-2.1049834074425617,-0.5532179054886961,0,0,-1,-1
0,-0.1455181300040816,2.6667594551925835,1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.4876969250676457,-0.9914098139212711,False,False,True,True,False,False,False,False,False,True,-2.623859447644859,-0.3086865063824653,0,0,9,8
0,-0.12736993600608149,2.6594571662853244,1,0,0,0,-0.7073594915983407,1,0,0,0,0,0,0,0,1,-1.4943441130683104,-0.8693310374632616,False,False,True,True,False,False,False,False,False,True,-2.246609813046293,-0.42762174168681755,0,0,-1,-1
1,-0.14388966946999177,2.6572602444858857,1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.4760643460664828,-0.9911892162045057,False,False,True,True,False,False,False,False,False,True,-2.6183419511546795,-0.3025874538346753,0,0,9,8
1,-0.09436528380446718,2.5921930633076444,1,1,1,0,-0.8702409464784621,1,0,0,0,0,0,0,0,0,-1.4893587220678117,-0.9110901852469646,False,False,True,True,False,False,False,False,False,True,-2.2823267460707086,-0.5514237890894602,0,0,-1,-1
0,-0.08980880773968325,2.562192108034303,0,0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,1,-1.2965902700485417,-0.9944761221843111,False,False,True,True,False,False,False,False,False,True,-2.333732596883552,0.05255585083102454,0,0,-1,-1
0,-0.11647392341459206,2.5439731791441424,1,0,0,1,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.5126238800701375,-0.984505105386512,False,False,True,True,False,False,False,False,False,True,-2.6178364693588283,-0.45506458031662533,0,0,9,-1
0,-0.1207741367947388,2.543485376389406,1,0,0,1,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.4744025490663168,-0.9869096204992556,False,False,True,True,False,False,False,False,False,True,-2.6014929648918024,-0.4346312534845187,0,0,9,-1
0,-0.10823839645277838,2.479814557197231,0,0,1,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.4660935640654862,-0.9967262188953189,False,False,True,True,False,False,False,False,False,True,-2.4691651568666138,-0.23308481839768222,0,0,-1,-1
1,-0.12118884613177777,2.4742692859227695,1,0,0,0,-1.1552834925186746,1,0,0,0,1,0,0,0,1,0.30372024111143525,-0.8819271670905698,False,True,False,True,False,False,False,False,True,False,-1.1038398771921043,1.5672203989973092,0,2,2,2
0,-0.1452123437984713,2.4738642496763044,1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.4926823160681442,-0.9830712202275365,False,False,True,True,False,False,False,False,False,True,-2.621412644845692,-0.31236103803942294,0,0,9,8
1,-0.12130319232867692,2.4661053433671514,1,0,0,0,-1.2774445836787656,1,0,0,1,0,0,0,0,1,0.31867641411292996,-0.9730340241147077,False,True,False,True,False,False,False,False,True,False,-1.2146933834923732,1.6407957470937682,0,2,2,2
0,-0.07656340634700332,2.417973663950824,0,0,0,1,-1.1552834925186746,1,1,0,0,0,0,0,0,1,-1.3065610520495383,-0.9686882490944281,False,False,True,True,False,False,False,False,False,True,-2.2538130641514575,-0.14946213589581694,0,0,-1,-1
0,-0.14175514058903094,2.409645367472266,1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.462769970065154,-0.9863360664356654,False,False,True,True,False,False,False,False,False,True,-2.6094111629795647,-0.29619578964674553,0,0,9,8
0,-0.14139033265640188,2.396393471724431,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.451137391063991,-0.99652768095023,False,False,True,True,False,False,False,False,False,True,-2.62856453469644,-0.2684064223175765,0,0,9,8
0,-0.12040674858065231,2.3818546530897895,1,0,0,1,-1.1960038562387048,1,0,0,0,0,0,0,0,0,-1.4893587220678117,-0.9801152108228791,False,False,True,True,False,False,False,False,False,True,-2.585818303222221,-0.46374386128833145,0,0,9,-1
0,-0.12038468520587436,2.3818172861740994,1,0,0,1,-1.1960038562387048,1,0,0,0,0,0,0,0,0,-1.4594463760648215,-0.9790784015540814,False,False,True,True,False,False,False,False,False,True,-2.571362553318867,-0.44811964053813913,0,0,9,-1
0,-0.12392684266018172,2.3787597373963303,0,0,0,1,-0.9924020376385531,1,0,0,0,0,0,0,0,0,-1.4860351280674797,-0.9336573316720719,False,False,True,True,False,False,False,False,False,True,-2.4619097935510434,-0.5623392673456952,0,0,8,-1
1,-0.10611040890110596,2.377534817770973,1,0,0,1,-1.2774445836787656,1,0,0,1,0,0,0,0,1,0.35191235411625243,-0.9725928286811768,False,True,False,True,False,False,False,False,True,False,-1.1853999173029752,1.5258645896491858,0,2,2,2
0,-0.11669507619756314,2.3080787178199125,1,0,1,0,-0.9924020376385531,1,0,0,0,0,0,0,0,0,-1.479387940066815,-0.9359736076981093,False,False,True,True,False,False,False,False,False,True,-2.3789498357947902,-0.5626636664789392,0,0,9,-1
0,-0.08990236059085033,2.2889960145931694,1,0,0,0,-1.2774445836787656,1,0,0,0,0,1,0,0,0,0.3070438351117673,-0.9731884425164435,False,True,False,True,False,False,False,False,True,False,-1.315652533757527,1.4183671935360116,0,2,2,2
0,-0.097316258052496,2.286577147137918,0,1,0,0,-0.3408762181180675,1,0,0,0,0,0,0,0,1,-1.477726143066649,-0.8029090649451796,False,False,True,True,False,False,False,False,False,True,-1.9993713352667832,-0.5224857120180558,0,0,-1,-1
0,-0.1206053587817627,2.221936694401766,1,0,0,0,-1.2367242199587352,1,0,0,1,0,0,0,0,1,0.3319707901142591,-0.9419518058224533,False,True,False,True,False,False,False,False,True,False,-1.1720675723271703,1.6235077794764128,0,2,2,2
0,-0.12327823690140238,2.189813902194973,0,0,0,1,-0.9924020376385531,1,0,0,0,0,0,0,0,0,-1.4893587220678117,-0.930436605007296,False,False,True,True,False,False,False,False,False,True,-2.4616127066179887,-0.5644948580395467,0,0,8,-1
0,-0.11163963890573148,2.1474389236323685,1,0,0,1,-1.0738427650786138,1,0,0,0,0,0,0,0,1,-1.481049737066981,-0.9624453337099653,False,False,True,True,False,False,False,False,False,True,-2.4485088643751367,-0.35786256912712755,0,0,-1,-1
0,-0.13551551098705794,2.14719341838993,1,0,0,0,-0.46303730927815856,1,0,0,0,0,0,0,0,0,-1.4876969250676457,-0.8215495720118615,False,False,True,True,False,False,False,False,False,True,-2.1710719869477546,-0.7172844203021472,0,0,9,8
0,-0.12196207740313547,2.1234414221987814,1,0,0,0,-0.30015585439803716,1,0,0,0,0,0,0,0,1,-1.4827115340671475,-0.7692017338234163,False,False,True,True,False,False,False,False,False,True,-1.9967875585630517,-0.6378959073132547,0,0,-1,-1
0,-0.123921332040201,2.1214028963384717,1,0,0,0,-1.0331224013585834,1,0,0,0,1,0,0,0,1,0.33695618111475767,-0.7894084846791329,False,True,False,True,False,False,False,False,True,False,-0.979458716559097,1.511947027495014,0,2,2,2
0,-0.1452123437984713,2.1054728335978545,1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.4960059100684764,-0.9884979240599668,False,False,True,True,False,False,False,False,False,True,-2.626049265966959,-0.3134290244468432,0,0,9,8
0,-0.09552965400462843,2.0893177688801234,0,0,0,0,-0.9109613101984924,1,1,0,0,0,0,0,0,1,-1.3381351950526947,-0.8866479582293508,False,False,True,True,False,False,False,False,False,True,-2.1228955944292474,-0.16631408250866087,0,0,-1,-1
0,-0.1431814617874605,2.0858870652694086,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.5242564590713006,-0.997498310903998,False,False,True,True,False,False,False,False,False,True,-2.663008605395948,-0.3067956432031782,0,0,9,8
0,-0.13582750469074656,2.078449889194781,1,0,0,0,-0.5037576729981889,1,0,0,0,0,0,0,0,0,-1.5076384890696393,-0.8225643215089826,False,False,True,True,False,False,False,False,False,True,-2.1996240290270026,-0.7072791243550666,0,0,9,8
1,-0.07749688945961952,2.0667332437749244,1,0,0,0,-1.2367242199587352,1,0,0,0,1,1,0,0,1,0.5014740841312035,-0.9385766607559418,False,True,False,True,False,False,False,False,True,False,-0.9571885508435527,1.681729844486544,0,2,2,-1
0,-0.16129105758385426,2.0652000383354783,1,0,0,0,-0.7888002190384014,1,0,0,0,0,0,0,0,1,0.179085466098976,-0.5947530594052849,False,True,False,True,False,False,False,False,True,False,-0.9918733467646725,1.2612090214418634,0,2,2,2
0,-0.134992793410043,2.0480711264656026,1,0,0,0,-0.30015585439803716,1,0,0,0,0,0,0,0,0,-1.4677553610656522,-0.7669295773407319,False,False,True,True,False,False,False,False,False,True,-2.055745146453763,-0.7951740043342868,0,0,9,8
1,-0.12944974919520458,2.0463776011243837,1,0,0,0,-0.8702409464784621,1,0,1,0,0,0,0,0,1,0.29042586511010604,-0.6565204200996156,False,True,False,True,False,False,False,False,True,False,-0.8980805972417223,1.319687126129716,0,2,2,2
1,-0.1273186509842842,2.04515179970333,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0.1724382780983114,-0.9749752840222439,False,True,False,True,False,False,False,False,True,False,-1.5038358250082573,1.3852286595116052,0,2,2,2
1,-0.12857033814131047,2.0442952071840255,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0.1873944510998066,-0.9747767460771548,False,True,False,True,False,False,False,False,True,False,-1.4967904469106303,1.3930810001472964,0,2,2,2
0,-0.13763839057013788,2.038574298164496,0,0,0,0,-0.5444780367182193,1,0,0,0,0,0,0,0,0,-1.491020519067978,-0.8436755230034378,False,False,True,True,False,False,False,False,False,True,-2.2204862218834984,-0.6680896777066841,0,0,8,7
0,-0.10921721460783362,2.0360891497303544,0,0,1,0,-1.1960038562387048,1,0,0,0,0,0,0,0,1,-1.5009913010689746,-0.9814608568951485,False,False,True,True,False,False,False,False,False,True,-2.4391699996885015,-0.29414666644159637,0,0,-1,-1
0,-0.10989485259548154,2.0357391657943613,0,0,1,0,-1.1960038562387048,1,0,0,0,0,0,0,0,1,-1.491020519067978,-0.9856522135136924,False,False,True,True,False,False,False,False,False,True,-2.4369399349839114,-0.2883679705412532,0,0,-1,-1
0,-0.13754478673853254,2.005079584837662,1,0,0,0,-0.5851984004382496,1,0,0,0,0,0,0,0,0,-1.4860351280674797,-0.8476683416768928,False,False,True,True,False,False,False,False,False,True,-2.241394408105426,-0.6519819033339458,0,0,9,8
0,-0.1365558365598813,1.9993982879140013,1,0,0,0,-0.5851984004382496,1,0,0,0,0,0,0,0,0,-1.5126238800701375,-0.8596467976972577,False,False,True,True,False,False,False,False,False,True,-2.260552341418908,-0.664479458134544,0,0,9,8
1,-0.13918558589894509,1.9833390564171125,1,0,1,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.14584952609565352,-0.9753282403690685,False,True,False,True,False,False,False,False,True,False,-1.3521267281806904,1.4070419563047527,0,2,2,2
0,-0.1216956947828815,1.9781833441794714,1,0,0,1,-1.1145631287986442,1,0,0,0,0,0,0,0,0,-1.481049737066981,-0.9688867870395169,False,False,True,True,False,False,False,False,False,True,-2.538100303436163,-0.5015412990653116,0,0,9,-1
0,-0.13801375327372645,1.9556514368030644,0,0,0,0,-0.5851984004382496,1,0,0,0,0,0,0,0,0,-1.4993295040688086,-0.8330206532836658,False,False,True,True,False,False,False,False,False,True,-2.236988638696564,-0.6534252950910431,0,0,8,7
0,-0.14186835917262153,1.929153273397418,1,0,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,0,-1.46443176706532,-0.980468167169704,False,False,True,True,False,False,False,False,False,True,-2.588103242497706,-0.31818981407118707,0,0,9,8
0,-0.13454605018543053,1.9253325323762063,1,0,0,0,-0.9109613101984924,1,0,0,0,0,0,0,0,1,-1.4926823160681442,-0.9206641261545857,False,False,True,True,False,False,False,False,False,True,-2.3687785826150387,-0.31838646951045024,0,0,-1,-1
0,-0.11933424538705195,1.922124755587267,0,0,0,0,-0.5851984004382496,1,0,0,0,0,0,0,0,1,-1.502653098069141,-0.8341015820958165,False,False,True,True,False,False,False,False,False,True,-2.171959770758555,-0.49017022355437134,0,0,-1,-1
0,-0.12313893588243113,1.8990156454045923,1,0,0,0,-0.9516816739185228,1,0,0,0,1,0,0,0,1,0.3003966471111027,-0.6951029607618958,False,True,False,True,False,False,False,False,True,False,-0.9051381912443781,1.4400688865394433,0,2,2,2
0,-0.12959700034427468,1.8885078496691254,0,0,0,0,0.06632741908223598,1,0,0,0,0,0,0,0,0,-1.4760643460664828,-0.7088241387447078,False,False,True,True,False,False,False,False,False,True,-1.8556617468561147,-0.9828841460785214,0,0,-1,7
0,-0.14111464651952477,1.8677682073627313,1,0,0,0,-0.748079855318371,1,0,0,0,0,0,0,0,0,-1.491020519067978,-0.8806477003333302,False,False,True,True,False,False,False,False,False,True,-2.337442288285461,-0.5689367933763478,0,0,9,8
0,-0.1431814617874605,1.865333510206375,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.5192710680708021,-0.9974321315889683,False,False,True,True,False,False,False,False,False,True,-2.6606601460300725,-0.3041781963246144,0,0,9,8
0,-0.13878868669400962,1.863531336317417,1,0,0,0,-0.7073594915983407,1,0,0,0,0,0,0,0,0,-1.4960059100684764,-0.8683604075094936,False,False,True,True,False,False,False,False,False,True,-2.3140123123300462,-0.5934887111005915,0,0,9,8
0,-0.14076538233883729,1.8548180159876513,1,0,0,0,-0.6666391278783103,1,0,0,0,0,0,0,0,0,-1.4876969250676457,-0.8841993235732541,False,False,True,True,False,False,False,False,False,True,-2.300467603151587,-0.60750108604452,0,0,9,8
0,-0.15653069187834218,1.8301812308319243,1,0,0,0,-0.62591876415828,1,0,0,0,0,0,0,0,1,0.2006888271011353,-0.47331401632589526,False,True,False,True,False,False,False,False,True,False,-0.8376533089604035,1.1757907314900413,0,2,2,2
0,-0.14312229761717582,1.795685019130811,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.517609271070636,-0.9974100718172918,False,False,True,True,False,False,False,False,False,True,-2.6598773262414475,-0.30330571403175977,0,0,9,8
0,-0.14173429155590672,1.7917887243817698,1,0,0,0,-0.8295205827584317,1,0,0,0,0,0,0,0,0,-1.4727407520661506,-0.8931776506456087,False,False,True,True,False,False,False,False,False,True,-2.3735791206986034,-0.5169715513588924,0,0,9,8
0,-0.14507029792148513,1.7917696645486423,1,0,0,0,-0.8702409464784621,1,0,0,0,0,0,0,0,0,-1.479387940066815,-0.9140682544232984,False,False,True,True,False,False,False,False,False,True,-2.4073092693193066,-0.49746437590477555,0,0,9,8
